cut_id,force_x_mean,force_x_max,force_x_std,force_x_min,force_x_peak2peak,force_x_rms,force_y_mean,force_y_max,force_y_std,force_y_min,force_y_peak2peak,force_y_rms,force_z_mean,force_z_max,force_z_std,force_z_min,force_z_peak2peak,force_z_rms,vib_x_mean,vib_x_max,vib_x_std,vib_x_min,vib_x_peak2peak,vib_x_rms,vib_y_mean,vib_y_max,vib_y_std,vib_y_min,vib_y_peak2peak,vib_y_rms,vib_z_mean,vib_z_max,vib_z_std,vib_z_min,vib_z_peak2peak,vib_z_rms,ae_rms_mean,ae_rms_max,ae_rms_std,ae_rms_min,ae_rms_peak2peak,ae_rms_rms,verschleiss
11,2.768736175636229,11.397,2.947110821466116,-5.999,17.396,4.043676857488216,2.6337443343520306,26.906,6.030967560721372,-15.9,42.806,6.58095834828428,2.082584015129713,16.056,3.8633913091346592,-8.166,24.222,4.388949806538376,-0.005054648777791482,0.376,0.07718237349350217,-0.394,0.77,0.07734753415168111,-0.010076384035229573,0.327,0.07483356307616965,-0.36,0.687,0.07550874185136996,-0.012541654675273062,0.38,0.08145360440210811,-0.453,0.833,0.08241330271158699,0.12443853325841568,0.332,0.034851847097752055,-0.005,0.337,0.12922690995656397,42.34008123
12,2.859315728428436,11.099,2.9981083519119465,-6.136,17.235,4.142981906678117,2.748919348652005,28.727,6.190801922086432,-17.111,45.838,6.773655660927359,2.1907490775918754,15.916,4.024310699614117,-7.991,23.907,4.581962917263228,-0.001607720829984657,0.414,0.07871251331603452,-0.411,0.825,0.07872875095590422,-0.0055046622707678825,0.373,0.07611318567006169,-0.376,0.749,0.07631180698652294,-0.00651720610798568,0.378,0.08295716389769293,-0.425,0.8029999999999999,0.08321258073209055,0.12782397073865712,0.329,0.03628886624885193,-0.005,0.334,0.13287529226927594,43.32371962
13,4.791268454879985,15.72,3.1640551030327697,-3.812,19.532,5.741729057037514,2.526244956719901,28.185,6.350965750596874,-23.583,51.768,6.834946677126947,1.2382476858906422,12.799,3.789462178179797,-8.117,20.916,3.9866296057206365,0.007839583892434283,0.356,0.08030770312851598,-0.346,0.702,0.08068926150275076,0.012903078049734588,0.33,0.07577894418029835,-0.305,0.635,0.07686944571177033,0.016140293021965277,0.358,0.08287940245337806,-0.371,0.729,0.0844362076684445,0.1276045931943579,0.305,0.03557574622449865,-0.005,0.31,0.1324709785833988,44.36883963
14,6.0267627487065205,16.622,3.3054292595242454,-2.923,19.545,6.873694925239194,2.5619296520734487,30.026,6.624679363103742,-16.275,46.301,7.102792394272471,1.232498148258084,15.652,4.097628801144535,-9.252,24.904,4.278964454426435,-0.003425562714913943,0.352,0.08006961927845258,-0.367,0.719,0.08014267985541595,-0.00934652004950156,0.305,0.07552791040373623,-0.33,0.635,0.07610385428598135,-0.012298507190055848,0.318,0.08255502056668133,-0.386,0.704,0.0834658827139468,0.14246224136120156,0.362,0.03775275576822874,-0.005,0.367,0.14737962638425556,45.46840765
15,7.169776971389969,18.316,3.3340728571005824,-2.144,20.46,7.907066010677309,2.6340435814573406,31.007,6.692254745965408,-17.005,48.012,7.191957643701081,1.310684349381972,15.394,4.275941474386882,-9.316,24.71,4.472302035977018,-0.007286721075021453,0.36,0.0811100502077085,-0.386,0.746,0.08143651834326943,-0.01228289149367366,0.316,0.07624241736438749,-0.329,0.645,0.07722531383061554,-0.01639139782001424,0.341,0.08395524750708878,-0.394,0.7350000000000001,0.08554022056292641,0.14467850687407569,0.361,0.042651839214971385,-0.005,0.366,0.1508344835777332,46.61575637
16,8.26441219653522,19.033,3.296780316998251,-0.31,19.343,8.897708683915358,2.7183128476071854,30.47,6.666134587110685,-16.805,47.275,7.199053571444489,1.385716306911765,16.286,4.359760779543697,-9.117,25.403000000000002,4.574673432702883,-0.003044767471039388,0.374,0.08157395009865044,-0.354,0.728,0.0816305677011594,-0.00542335190280002,0.313,0.07682676672282672,-0.321,0.634,0.0770177765280905,-0.0077243780141164455,0.325,0.08449489086813784,-0.422,0.747,0.08484703898729391,0.14292798514442667,0.381,0.04314229931821081,-0.005,0.386,0.14929721509752292,47.8045724
17,9.352744229461356,20.121,3.3530327939276385,0.371,19.75,9.935622890495825,2.753795775194329,31.863,6.74775905218447,-17.554,49.417,7.288033724575484,1.445106761240968,15.717,4.469688810753364,-9.479,25.195999999999998,4.697484478771609,-0.001122745758534281,0.384,0.082387864285258,-0.405,0.789,0.08239532606582486,-0.003077745370560553,0.314,0.07737238457530077,-0.33,0.644,0.07743339774759489,-0.004971810285411732,0.336,0.08531153842482081,-0.412,0.748,0.0854560955460553,0.14004328873917665,0.403,0.042462113372310276,-0.005,0.40800000000000003,0.14633914569648854,49.0288842
18,10.394296435974468,22.009,3.3505928835007377,0.912,21.097,10.920980716611222,2.771960547342276,30.57,6.732701079687014,-17.946,48.516000000000005,7.280990464373074,1.4986443370985565,16.716,4.5034895410285385,-9.145,25.861,4.746289107856628,-0.0009866406114454258,0.368,0.08193310583618368,-0.37,0.738,0.08193885916716141,-0.003613942891581667,0.336,0.0769724317630087,-0.323,0.659,0.07705704889090385,-0.004828556035466757,0.346,0.08535594074576217,-0.39,0.736,0.08549221198200575,0.13721845750655184,0.345,0.03833872831465024,-0.005,0.35,0.14247370444490917,50.28305022
19,11.439309381246634,22.748,3.3615154849641162,2.76,19.988,11.922983431428522,2.7981866163437052,31.434,6.70772911556886,-18.259,49.693,7.267962086307971,1.548826787393094,17.085,4.5509554108454,-9.277,26.362000000000002,4.807282501383819,-0.0017287580207924497,0.382,0.08157508150996212,-0.371,0.753,0.08159321147128519,-0.004561546746501885,0.306,0.07674688379235843,-0.321,0.627,0.07688215007191551,-0.006722227293056709,0.332,0.08532832026679807,-0.429,0.761,0.0855925075635499,0.1363987714382205,0.361,0.04021973321286221,-0.005,0.366,0.14220493805463685,51.56174741
20,12.483285149364823,23.477,3.387354558558592,3.088,20.389,12.934702417559906,2.841012543722659,31.719,6.779058451087769,-18.383,50.102000000000004,7.350290872341683,1.621182548380321,16.812,4.670462745614108,-8.889,25.701,4.943819930666836,-0.0006494561494835477,0.368,0.08119143028812509,-0.393,0.761,0.0811938424021149,-0.0031617030603578182,0.316,0.0766287497917702,-0.342,0.658,0.0766937731991983,-0.004762427281112725,0.383,0.08508561494721861,-0.426,0.8089999999999999,0.08521859847643817,0.1319227832726011,0.318,0.036050434338440226,-0.005,0.323,0.13675982095563116,52.85995997
21,3.09082804931253,11.727,3.0074560797008605,-5.489,17.216,4.312536309550791,2.554461268254946,25.453,5.839993962018905,-22.816,48.269,6.37421747760289,0.4276533460467669,14.134,3.9619475404891986,-9.756,23.89,3.9849523331918264,0.009753590270625221,0.423,0.08758991823304324,-0.399,0.8220000000000001,0.08813110570671895,0.013168330057525287,0.375,0.08319256715418208,-0.349,0.724,0.08422812486200985,0.016664914071881875,0.429,0.09065487485834949,-0.433,0.862,0.0921736878578656,0.115810027120992,0.279,0.03182811481806241,-0.005,0.28400000000000003,0.12010406620243948,54.17296838
22,3.502538539178568,12.547,3.234538510137525,-5.72,18.267,4.767595600537638,2.5883197128229485,28.56,6.296077675315135,-19.342,47.902,6.807335160561508,0.47108191031197627,15.475,4.391614419331023,-10.288,25.762999999999998,4.416798307894128,-0.0021489319918340877,0.397,0.08807245059030437,-0.411,0.808,0.08809846216634686,-0.008930000593718459,0.342,0.08356871409897187,-0.377,0.7190000000000001,0.08404429184430255,-0.011558899154636256,0.369,0.09151139875285852,-0.391,0.76,0.09223831094092008,0.1297747432167666,0.312,0.035201039487462525,-0.005,0.317,0.1344640899975346,55.49633868
23,3.6275317288850926,13.062,3.2628455553878997,-5.697,18.759,4.87904692895015,2.7015300525731614,28.201,6.364589999539494,-18.899,47.1,6.914194491227815,0.5468971511832387,16.263,4.532144668571885,-10.418,26.681,4.565012373548242,-0.006163241722353414,0.364,0.08831539822285828,-0.401,0.765,0.08852999201533633,-0.01095264304604605,0.349,0.08386748942606784,-0.367,0.716,0.0845794540351878,-0.014946348882991602,0.383,0.09235860088239076,-0.405,0.788,0.09355995692434696,0.12453654771094352,0.312,0.0338093791432584,-0.005,0.317,0.12904425834843974,56.82591204
24,3.7797003912545253,13.397,3.3135074638679445,-5.821,19.218,5.026471589072179,2.7909997260761785,31.635,6.374445203220787,-18.117,49.752,6.958666942132365,0.634605202726455,16.411,4.632750032500984,-10.655,27.066000000000003,4.6760024211619085,-0.0019640520637877273,0.396,0.08768067287624742,-0.414,0.81,0.08770246745800911,-0.004845096078780492,0.379,0.08294554684823795,-0.376,0.755,0.08308674556269381,-0.006738526015914974,0.376,0.09199032094391717,-0.446,0.8220000000000001,0.09223658843887217,0.12194741575701132,0.282,0.03343278036237538,-0.005,0.287,0.12644729301015506,58.15779461
25,3.9595617623415063,13.286,3.363737109464603,-5.501,18.787,5.195460038424088,2.8771315361566847,29.266,6.441866289725673,-17.659,46.925,7.055163898075892,0.7352841378302335,17.198,4.80869770584048,-10.615,27.813000000000002,4.864577142110149,-0.0004934821134943546,0.392,0.08744275789810561,-0.408,0.8,0.0874439506706872,-0.003277683889355794,0.343,0.08264669344099518,-0.367,0.71,0.0827114741127443,-0.0045997323418715975,0.42,0.09220743965367853,-0.448,0.868,0.09232188597981139,0.11986957375671428,0.276,0.032786502592166006,-0.005,0.281,0.1242725414359038,59.48834755
26,4.102309958667306,13.976,3.4031266092526082,-6.257,20.233,5.33011864991774,2.9790016259048664,31.022,6.516753594461968,-18.093,49.114999999999995,7.1653565256769145,0.8195217784476262,17.306,4.990448830195506,-11.317,28.623,5.057280072255896,0.00015800050238633508,0.428,0.08763103222344863,-0.425,0.853,0.08763097455049264,-0.0024465803475600006,0.382,0.08273769235158847,-0.374,0.756,0.08277366867869616,-0.0038688497636500657,0.383,0.09246470952434122,-0.49,0.873,0.09254540214436457,0.11972869767760498,0.258,0.031182633853437926,-0.005,0.263,0.1237227273410818,60.81417738
27,4.158333692599274,14.002,3.3697751801318914,-5.936,19.938000000000002,5.352295956342402,2.970004046308771,31.582,6.567607779709667,-19.028,50.61,7.207926123041108,0.8596373986710205,16.822,4.945491412511719,-10.807,27.628999999999998,5.019636448063564,-1.1189002808668033e-05,0.488,0.08725858330063696,-0.41,0.8979999999999999,0.08725838476542962,-0.003015107437261663,0.37,0.08231023169967111,-0.356,0.726,0.0823652485846515,-0.004527212111524673,0.407,0.09216817515796905,-0.438,0.845,0.09227908411673633,0.12059098029365424,0.368,0.03304526177889495,-0.005,0.373,0.12503667008990024,62.13212659
28,4.244649902722847,14.14,3.3779392555219663,-5.867,20.007,5.424709605040617,3.0043029932134346,32.005,6.571765744724962,-19.342,51.347,7.2259078487335,0.9149105232871457,18.257,5.020240630225065,-11.892,30.149,5.102917023591572,0.00041042738009334964,0.452,0.08772777263488694,-0.403,0.855,0.08772853238098359,-0.0021782364063170786,0.361,0.08302459439802518,-0.39,0.751,0.08305297410731234,-0.0034537134297275324,0.431,0.09290687710684217,-0.459,0.89,0.09297083698268391,0.11785971081740212,0.266,0.030499812702569587,-0.005,0.271,0.12174212812519579,63.43926441
29,4.366203696768182,13.829,3.3800357403756403,-5.127,18.956,5.521623325452929,3.049281400149807,30.873,6.5820636701301485,-18.503,49.376000000000005,7.254066538396158,0.9767426740595939,17.72,5.073698544027728,-10.601,28.320999999999998,5.166848710171271,-0.001087979794289055,0.463,0.08815933608106725,-0.411,0.874,0.08816584792855635,-0.004445292946270348,0.407,0.08346869065216266,-0.418,0.825,0.08358678799978944,-0.006172218974368344,0.432,0.09384150256503081,-0.486,0.9179999999999999,0.09404405175286305,0.1170849014377843,0.251,0.028342609536045105,-0.005,0.256,0.12046648492873294,64.73287786
30,4.481391240395772,14.802,3.4048778188102156,-5.274,20.076,5.628144228142293,3.1252299304749807,30.702,6.64104093788713,-18.904,49.606,7.339637960581869,1.056745155631892,18.611,5.197218090674374,-11.479,30.09,5.303551905966906,9.177576582584945e-05,0.434,0.08931261958781384,-0.444,0.878,0.08931246275090152,-0.0028986496980549442,0.364,0.08417354874570783,-0.415,0.7789999999999999,0.08422325161948797,-0.00407578318426414,0.435,0.09494736566307682,-0.459,0.894,0.09503458883142478,0.11594359428816796,0.271,0.029634216906578494,-0.005,0.276,0.11967079784377087,66.0104631
31,4.570001328239467,14.646,3.421006727086129,-5.202,19.848,5.708602784257569,3.156421417062628,31.433,6.626603519429372,-19.565,50.998000000000005,7.339936643772045,1.1225006960705108,17.915,5.219849589388306,-11.1,29.015,5.339167836205733,0.0008574356305942389,0.423,0.08968977749848411,-0.418,0.841,0.08969367127290008,-0.0017719079635030832,0.372,0.08489082666271491,-0.405,0.777,0.08490912328013865,-0.0028393332329166047,0.415,0.095450477256963,-0.466,0.881,0.09549248052340266,0.1179085751322534,0.293,0.03201141519565427,-0.005,0.298,0.12217674948724604,67.26971691
32,4.61704818176837,14.369,3.3775566266658865,-5.344,19.713,5.720574323373517,3.1583192133477014,31.203,6.635002806470689,-19.32,50.522999999999996,7.348335966699154,1.141090610217165,18.212,5.201542555849687,-10.896,29.108,5.325223863812042,0.00019521104637358212,0.481,0.09049925209694884,-0.407,0.8879999999999999,0.09049925602102528,-0.002849683110810761,0.391,0.08566543630054073,-0.423,0.8140000000000001,0.08571262545020905,-0.004104783474274443,0.416,0.09619383441418493,-0.517,0.933,0.09628115482868732,0.11509293437562786,0.258,0.029279334092132518,-0.005,0.263,0.11875882718191923,68.50852841
33,4.236528361028225,16.372,3.919856950304833,-6.363,22.735,5.771774506965833,3.4142100385994687,36.051,7.582656361950789,-21.174,57.225,8.315843033489093,3.298668966209496,22.528,5.95682711733355,-10.942,33.47,6.809173544317247,0.013676964420962341,0.394,0.08121121336453023,-0.449,0.843,0.08235466253025359,0.018169650597242373,0.41,0.07501421670198963,-0.372,0.782,0.07718317974771298,0.0239165138200699,0.472,0.09222340253084751,-0.469,0.941,0.09527390409852764,0.14494518510407256,0.317,0.036915479376332994,-0.005,0.322,0.1495722336690995,69.72497111
34,3.895738526669221,15.592,3.6452695508536714,-6.273,21.865000000000002,5.3352327172550975,2.9814302841189027,35.112,7.10334409153115,-20.093,55.205,7.703648073259827,3.1001033740260215,21.88,5.589447990556661,-9.907,31.787,6.391590353295384,-0.0029779246729074284,0.405,0.08116333867159244,-0.397,0.802,0.0812177660848834,-0.011393140636119781,0.297,0.07575575551846378,-0.392,0.6890000000000001,0.07660751899738635,-0.013603711611101986,0.431,0.09085862417215801,-0.482,0.913,0.09187117554352986,0.13445962664914876,0.28,0.03265365354642006,-0.005,0.28500000000000003,0.13836779764207088,70.91729498
35,3.85150186515202,14.918,3.61563351479212,-6.5,21.418,5.2826899059110115,3.0195008971906288,34.222,7.028733065980173,-21.229,55.451,7.6498528491448,3.1471265929128784,22.973,5.526895473747434,-10.727,33.7,6.360097475534844,-0.006300542880233041,0.4,0.08344045420409567,-0.373,0.773,0.08367780141394705,-0.012196683362478714,0.311,0.07889218453118081,-0.375,0.6859999999999999,0.07982923930094224,-0.015574425729509582,0.394,0.0940037238131526,-0.433,0.827,0.09528495411368326,0.12561652748416788,0.291,0.03288609540662276,-0.005,0.296,0.12984992225767,72.08391897
36,3.9059635367690695,14.562,3.680572423666746,-7.202,21.764,5.3668522133098495,3.061732218012507,35.634,6.951772367405176,-19.988,55.622,7.596125500653475,3.236651691240243,21.394,5.634446936609376,-10.376,31.769999999999996,6.497904395630993,-0.004136513443191673,0.356,0.08315926026935756,-0.435,0.7909999999999999,0.08326188650665939,-0.008565453964486238,0.31,0.07877659284552477,-0.373,0.683,0.07924071083891557,-0.01096869493769115,0.368,0.09397366537927591,-0.449,0.817,0.09461142500728428,0.11881666134112383,0.277,0.030613381965449164,-0.005,0.28200000000000003,0.12269708183010841,73.22342351
37,3.9930179491395372,15.084,3.7300153605645328,-7.227,22.311,5.464169048311327,3.1553874958895096,34.044,7.020124008569959,-20.042,54.086,7.696647728912597,3.3201240134824075,21.08,5.775154815973808,-9.301,30.381,6.661492646986648,-0.0004651841499506739,0.397,0.08217362071840507,-0.443,0.8400000000000001,0.08217474976022042,-0.003315393328218057,0.323,0.07755946672039044,-0.365,0.688,0.07763011810468222,-0.0037575404654901527,0.377,0.09330851784534241,-0.468,0.845,0.09338393249652074,0.11912203588001022,0.284,0.030190361085269155,-0.005,0.289,0.12288821412908868,74.33454341
38,3.995565151086232,14.894,3.709050159799322,-6.776,21.67,5.451745697563634,3.19553425351804,35.294,7.042627321354446,-21.296,56.589999999999996,7.733680384509603,3.383504406111025,23.029,5.762624123345505,-10.176,33.205,6.6824985767953,0.0014626279598564476,0.433,0.08208091666962547,-0.38,0.813,0.08209375981169391,-0.0017999899549800467,0.34,0.07755413143262986,-0.395,0.7350000000000001,0.07757484001748617,-0.0020015706758472057,0.451,0.09347627515955738,-0.459,0.91,0.09349748877233008,0.11588485210991077,0.242,0.029235104633176776,-0.005,0.247,0.11951563240429247,75.41616079
39,4.052088187912725,15.055,3.7291616768792446,-6.543,21.598,5.5069049410627215,3.282179287432173,35.386,7.061318302568624,-20.338,55.724000000000004,7.7868279479831255,3.466337746379887,23.156,5.824127150323393,-10.179,33.335,6.777595416821758,-0.0012254259023470834,0.461,0.08435891923505898,-0.392,0.853,0.08436762676695463,-0.005300831040100766,0.38,0.08006378498665803,-0.381,0.761,0.08023888846545683,-0.006705736047790511,0.438,0.09571200489012188,-0.49,0.9279999999999999,0.09594640675621015,0.11464058086097761,0.255,0.028159910021674794,-0.005,0.26,0.1180484633262459,76.46729838
40,4.074667005998411,14.972,3.729827555909348,-6.321,21.293,5.523989618026276,3.2994229564772803,34.746,7.0468197274541104,-20.452,55.19800000000001,7.780978950598562,3.5293257767349284,23.671,5.887148673694251,-10.868,34.539,6.864000417273273,0.0007226351012060733,0.399,0.08721503740648454,-0.384,0.783,0.08721783205167136,-0.002596969752303043,0.344,0.08309517865038614,-0.355,0.699,0.0831355606607361,-0.0026024705785682336,0.431,0.09838263650267215,-0.428,0.859,0.09841682698111397,0.11495321330423906,0.304,0.029774306631605487,-0.005,0.309,0.11874656431849599,77.48711287
41,4.147359458090078,14.746,3.743173122897379,-7.168,21.914,5.586758590303775,3.390029975761947,34.726,7.091371821190118,-21.059,55.785,7.860001781176961,3.6250383244247453,24.505,6.006649632953578,-11.339,35.844,7.01573787825538,-0.00041411923661543646,0.432,0.08746197321358767,-0.392,0.8240000000000001,0.08746275399144364,-0.004515804945293207,0.322,0.08297462022342918,-0.365,0.687,0.08309722419665636,-0.005934986329007608,0.408,0.09878357022094532,-0.434,0.842,0.09896147364515458,0.1139699557689762,0.271,0.02998129397947502,-0.005,0.276,0.11784746371323826,78.47488851
42,4.1815236299211875,14.869,3.739407870392748,-6.124,20.993,5.609656606177484,3.458665587528881,34.964,7.087730804749941,-20.108,55.072,7.886575062804747,3.6911614734112015,23.079,6.0107226354652346,-11.06,34.139,7.053601537737126,0.0012146099122382445,0.376,0.08438097664771602,-0.416,0.792,0.08438952533022875,-0.0018000520543191387,0.353,0.07975627967762086,-0.366,0.719,0.07977640810241698,-0.0023295905973461433,0.406,0.09617118688498728,-0.471,0.877,0.09619917851622657,0.11455761134601511,0.272,0.03107403679371265,-0.005,0.277,0.11869725216233462,79.43003091
43,4.220621942534717,15.57,3.7676541235037297,-6.426,21.996000000000002,5.65763222327094,3.4680331470778896,37.353,7.126708850963158,-21.741,59.094,7.925717702207551,3.750592990769399,24.484,6.083429008937161,-12.306,36.79,7.146669668037525,0.0016294612287381194,0.434,0.0835033134040732,-0.391,0.825,0.08351901976148295,-0.0016692961552859118,0.354,0.07850705512297043,-0.362,0.716,0.07852462109101203,-0.0017661718115167951,0.423,0.09557640834043243,-0.456,0.879,0.09559250751373949,0.1126870908543099,0.254,0.028529679571000454,-0.005,0.259,0.11624250232128826,80.35206101
44,4.296572569973626,14.977,3.814430115441277,-6.387,21.364,5.745463128723924,3.5442992416291736,35.513,7.161878669540154,-20.979,56.492,7.990890384910333,3.836116580121741,23.931,6.214581175090442,-10.32,34.251000000000005,7.30319336799392,0.0001852578552068409,0.427,0.08635387612210028,-0.4,0.827,0.08635387782560595,-0.0035577174041997862,0.354,0.08143001014430021,-0.391,0.745,0.08150750670132872,-0.004272242350128221,0.446,0.09838512798046195,-0.489,0.935,0.09847761824013468,0.11309463208520036,0.258,0.027819119046232778,-0.005,0.263,0.11646585619688332,81.24060921
45,4.3587851622239775,15.865,3.8092508739897197,-6.351,22.216,5.788724735961975,3.619970139101297,36.15,7.135075439467809,-21.567,57.717,8.000828264893473,3.910478568722067,23.708,6.226230564808264,-10.079,33.787,7.352388231637885,0.001041597998621313,0.42,0.08955705715693435,-0.436,0.856,0.08956290972304821,-0.0021898753246990398,0.362,0.08517918215874572,-0.406,0.768,0.08520713294364603,-0.002649786120913586,0.408,0.10162254425976686,-0.458,0.866,0.10165685280868227,0.11402328246191493,0.253,0.02907742988639911,-0.005,0.258,0.1176724352273511,82.09540971
